Proportion,Accuracy_fixe_one,Number_fixe_one,Accuracy_fixe_zero,Number_fixe_zero
0.1,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.2,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.30000000000000004,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.4,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.5,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.6000000000000001,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.7000000000000001,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.8,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.81,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.8200000000000001,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.8300000000000001,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.84,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.85,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.86,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.87,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.88,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.89,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.9,0.8779383,23.333333333333332,0.9997989,880.4888888888889
0.91,0.8779383,23.333333333333332,0.9997989,881.1777777777778
0.92,0.8779383,23.333333333333332,0.9997989,881.1777777777778
0.93,0.8779383,23.333333333333332,0.9996529,882.1111111111111
0.9400000000000001,0.8779383,23.333333333333332,0.99956536,883.9111111111112
0.9500000000000001,0.8779383,23.333333333333332,0.9994489,887.6
0.96,0.8779383,23.333333333333332,0.9993292,892.1777777777778
0.97,0.8779383,23.333333333333332,0.9992919,896.6
0.98,0.87720126,23.42222222222222,0.99902225,903.2222222222222
0.99,0.876442,23.533333333333335,0.99824685,907.6
1.0,0.8771543,23.57777777777778,0.99664664,916.4222222222222
