Proportion,Accuracy_fixe_one,Number_fixe_one,Accuracy_fixe_zero,Number_fixe_zero
0.0,0.0,0.0,0.0
0.01,0.3259259259259259,0.5555555555555556,0.017174663
0.02,0.5228395061728395,2.088888888888889,0.069819905
0.03,0.6218855218855219,3.0444444444444443,0.10356849
0.04,0.7811816578483246,4.511111111111111,0.16548282
0.05,0.8022787397787396,6.288888888888889,0.22923295
0.06,0.9139778503994189,7.911111111111111,0.29507387
0.07,0.9523542506875838,9.733333333333333,0.36938736
0.08,0.9406367827020001,11.177777777777777,0.42831475
0.09,0.9341964248848307,12.377777777777778,0.47550148
0.1,0.9300461625424158,13.4,0.5195906
0.11,0.9286450927945971,14.488888888888889,0.56649196
0.12,0.9383813521474789,15.422222222222222,0.59876204
0.13,0.9345297827276836,16.266666666666666,0.6345149
0.14,0.927853135592266,17.066666666666666,0.66511923
0.15,0.9242980879237697,17.77777777777778,0.69476366
0.16,0.9219479023132601,18.244444444444444,0.7108909
0.17,0.9180988259268149,18.755555555555556,0.7308263
0.18,0.915682677655136,19.266666666666666,0.74761045
0.19,0.9112836661442774,19.8,0.7637407
0.2,0.9117996209110337,20.022222222222222,0.7731122
0.21,0.9082563293365327,20.533333333333335,0.79024965
0.22,0.9034074683427267,20.822222222222223,0.79832
0.23,0.8983173566241079,21.044444444444444,0.80201256
0.24,0.8924608394274306,21.333333333333332,0.8093252
0.25,0.889765641952483,21.711111111111112,0.82398224
0.26,0.8867630352401987,21.955555555555556,0.83113235
0.27,0.8850566608161807,22.11111111111111,0.8342534
0.28,0.8844280947135985,22.266666666666666,0.84000957
0.29,0.8848879737550714,22.42222222222222,0.8454639
0.3,0.882403916067029,22.711111111111112,0.85511476
0.4,0.8775298698038303,23.4,0.8800107
0.5,0.87590730815834,23.555555555555557,0.8824876
