Proportion,Accuracy_fixe_one,Number_fixe_one,Accuracy_fixe_zero,Number_fixe_zero
0.1,0.03333333333333333,0.03333333333333333,0.9985637,119.03333333333333
0.2,0.03333333333333333,0.03333333333333333,0.9989247,238.66666666666666
0.30000000000000004,0.03333333333333333,0.03333333333333333,0.99812686,357.73333333333335
0.4,0.03333333333333333,0.03333333333333333,0.9974611,477.3666666666667
0.5,0.03333333333333333,0.03333333333333333,0.99696404,596.4333333333333
0.6000000000000001,0.03333333333333333,0.03333333333333333,0.99621654,716.0666666666667
0.7000000000000001,0.03333333333333333,0.03333333333333333,0.99513435,835.1333333333333
0.8,0.06666666666666667,0.06666666666666667,0.9934734,954.7333333333333
0.81,0.06666666666666667,0.06666666666666667,0.9932844,966.0
0.8200000000000001,0.06666666666666667,0.06666666666666667,0.9933068,977.8333333333334
0.8300000000000001,0.06666666666666667,0.06666666666666667,0.99327105,989.6666666666666
0.84,0.06666666666666667,0.06666666666666667,0.993141,1001.9333333333333
0.85,0.06666666666666667,0.06666666666666667,0.9930095,1013.7666666666667
0.86,0.06666666666666667,0.06666666666666667,0.9928254,1025.6
0.87,0.06666666666666667,0.06666666666666667,0.992609,1037.8666666666666
0.88,0.06666666666666667,0.06666666666666667,0.9925287,1049.7
0.89,0.06666666666666667,0.06666666666666667,0.992383,1061.5333333333333
0.9,0.06666666666666667,0.1,0.99221843,1073.7666666666667
0.91,0.06666666666666667,0.1,0.9922502,1085.6
0.92,0.06666666666666667,0.1,0.9919824,1097.4333333333334
0.93,0.06666666666666667,0.1,0.9917973,1109.2666666666667
0.9400000000000001,0.06666666666666667,0.1,0.9911382,1121.5333333333333
0.9500000000000001,0.16666666666666666,0.3333333333333333,0.99052143,1133.1333333333334
0.96,0.3361111124356588,1.3333333333333333,0.9896346,1143.9666666666667
0.97,0.7800660486022631,5.1,0.98871046,1152.4666666666667
0.98,0.72005236,12.766666666666667,0.98802096,1156.6333333333334
0.99,0.6960433,21.566666666666666,0.98729163,1159.6666666666667
1.0,0.6505757,27.533333333333335,0.98479354,1165.9666666666667
