Proportion,Accuracy_fixe_one,Number_fixe_one,Accuracy_fixe_zero,Number_fixe_zero
0.1,0.0,0.0,1.0,95.86666666666666
0.2,0.022222222222222223,0.022222222222222223,1.0,188.75555555555556
0.30000000000000004,0.044444444444444446,0.044444444444444446,1.0,282.35555555555555
0.4,0.08888888888888889,0.1111111111111111,1.0,376.0444444444444
0.5,0.08888888888888889,0.1111111111111111,1.0,470.0
0.6000000000000001,0.08888888888888889,0.1111111111111111,1.0,563.9111111111112
0.7000000000000001,0.08888888888888889,0.1111111111111111,1.0,657.8888888888889
0.8,0.08888888888888889,0.1111111111111111,1.0,751.8888888888889
0.81,0.08888888888888889,0.1111111111111111,1.0,761.2888888888889
0.8200000000000001,0.08888888888888889,0.1111111111111111,1.0,770.6888888888889
0.8300000000000001,0.08888888888888889,0.1111111111111111,0.9999464,780.0888888888888
0.84,0.08888888888888889,0.1111111111111111,0.99994713,789.4888888888889
0.85,0.1111111111111111,0.13333333333333333,0.99994767,798.8666666666667
0.86,0.14814814858966405,0.26666666666666666,0.9999482,808.1333333333333
0.87,0.17037037081188625,0.3333333333333333,0.9999488,817.4666666666667
0.88,0.1648148152563307,0.4444444444444444,0.9999176,826.7555555555556
0.89,0.16851851807700263,0.5555555555555556,0.99991846,836.0444444444445
0.9,0.23571428590350682,0.7333333333333333,0.9998386,845.2666666666667
0.91,0.28024691343307495,1.0,0.9997655,854.4
0.92,0.32518518500857885,1.5333333333333334,0.9996336,863.2666666666667
0.93,0.3664550264676412,2.066666666666667,0.9994191,872.1333333333333
0.9400000000000001,0.4294426295492384,2.911111111111111,0.9994,880.6888888888889
0.9500000000000001,0.46510341697269014,4.333333333333333,0.9992539,888.6666666666666
0.96,0.621800164381663,6.333333333333333,0.99913687,896.0666666666667
0.97,0.6771577609909906,9.0,0.9986161,902.8
0.98,0.8476568380991618,12.511111111111111,0.99823385,908.6888888888889
0.99,0.9326164,17.42222222222222,0.99754137,913.1777777777778
1.0,0.8759073,23.555555555555557,0.9965804,916.4444444444445
